0.000	0.010	0.999800	0.014141	0.000600	0.067600	
0.000	0.010	1.000000	0.000000	0.000800	0.068600	
0.000	0.010	0.999800	0.014141	0.001400	0.065800	
0.000	0.010	1.000000	0.000000	0.001400	0.065400	
0.000	0.010	1.000000	0.000000	0.003600	0.069800	
0.001	0.010	1.000000	0.000000	0.002800	0.065400	
0.001	0.010	1.000000	0.000000	0.004000	0.070400	
0.001	0.010	1.000000	0.000000	0.004600	0.068000	
0.001	0.010	1.000000	0.000000	0.004400	0.071200	
0.001	0.010	0.999800	0.014141	0.007000	0.069800	
0.001	0.010	1.000000	0.000000	0.006800	0.067800	
0.001	0.010	1.000000	0.000000	0.007800	0.073000	
0.001	0.010	0.999600	0.019996	0.010400	0.062400	
0.001	0.010	0.999800	0.014141	0.010200	0.075800	
0.001	0.010	0.999800	0.014141	0.009600	0.074800	
0.002	0.010	1.000000	0.000000	0.012400	0.074200	
0.002	0.010	1.000000	0.000000	0.008800	0.065200	
0.002	0.010	1.000000	0.000000	0.008000	0.066200	
0.002	0.010	1.000000	0.000000	0.009200	0.078600	
0.002	0.010	0.999600	0.019996	0.014200	0.075000	
0.002	0.010	1.000000	0.000000	0.016200	0.073600	
0.002	0.010	1.000000	0.000000	0.015200	0.071800	
0.002	0.010	1.000000	0.000000	0.013400	0.069800	
0.002	0.010	1.000000	0.000000	0.017200	0.067600	
0.002	0.010	0.999800	0.014141	0.017800	0.070200	
0.003	0.010	1.000000	0.000000	0.020200	0.067600	
0.003	0.010	0.999600	0.019996	0.020400	0.065200	
0.003	0.010	0.999800	0.014141	0.019200	0.068000	
0.003	0.010	0.999400	0.024488	0.019400	0.066200	
0.003	0.010	0.999800	0.014141	0.022800	0.062600	
0.003	0.010	1.000000	0.000000	0.017000	0.071800	
0.003	0.010	1.000000	0.000000	0.020000	0.068000	
0.003	0.010	0.999600	0.019996	0.021800	0.070400	
0.003	0.010	0.999600	0.019996	0.018600	0.070600	
0.003	0.010	0.999800	0.014141	0.021800	0.071400	
0.004	0.010	0.999600	0.019996	0.024400	0.072200	
0.004	0.010	1.000000	0.000000	0.021200	0.067000	
0.004	0.010	0.999800	0.014141	0.023800	0.069000	
0.004	0.010	0.999800	0.014141	0.027400	0.073200	
0.004	0.010	0.999400	0.024488	0.026600	0.068000	
0.004	0.010	0.999600	0.019996	0.033400	0.073200	
0.004	0.010	0.999400	0.024488	0.032800	0.072400	
0.004	0.010	0.999600	0.019996	0.028000	0.069800	
0.004	0.010	1.000000	0.000000	0.030200	0.072600	
0.004	0.010	1.000000	0.000000	0.031600	0.070400	
0.005	0.010	0.999600	0.019996	0.031000	0.074200	
0.005	0.010	0.999600	0.019996	0.032600	0.074800	
0.005	0.010	0.999600	0.019996	0.031600	0.067600	
0.005	0.010	0.999600	0.019996	0.031600	0.068000	
0.005	0.010	0.999400	0.024488	0.034200	0.071200	
0.005	0.010	0.999400	0.024488	0.035000	0.072600	
0.005	0.010	0.999800	0.014141	0.041000	0.069400	
0.005	0.010	0.999200	0.028273	0.038400	0.076600	
0.005	0.010	1.000000	0.000000	0.037800	0.064400	
0.005	0.010	0.999600	0.019996	0.039600	0.068200	
0.006	0.010	0.999600	0.019996	0.036800	0.069800	
0.006	0.010	0.999400	0.024488	0.042000	0.078800	
0.006	0.010	0.999800	0.014141	0.042200	0.067200	
0.006	0.010	0.999800	0.014141	0.040400	0.067200	
0.006	0.010	1.000000	0.000000	0.035800	0.073200	
0.006	0.010	0.999800	0.014141	0.045200	0.066400	
0.006	0.010	0.999600	0.019996	0.041000	0.069600	
0.006	0.010	0.999400	0.024488	0.043600	0.070200	
0.006	0.010	0.999800	0.014141	0.039800	0.069200	
0.006	0.010	0.999000	0.031607	0.043400	0.068600	
0.007	0.010	0.999600	0.019996	0.044400	0.073400	
0.007	0.010	0.999600	0.019996	0.047400	0.067600	
0.007	0.010	0.999600	0.019996	0.049000	0.070200	
0.007	0.010	0.999200	0.028273	0.050600	0.071400	
0.007	0.010	0.999600	0.019996	0.047600	0.066400	
0.007	0.010	0.999800	0.014141	0.051000	0.060000	
0.007	0.010	0.999000	0.031607	0.050600	0.073400	
0.007	0.010	0.999000	0.031607	0.057600	0.069600	
0.007	0.010	0.999600	0.019996	0.049400	0.071600	
0.007	0.010	0.999800	0.014141	0.051600	0.066800	
0.008	0.010	0.999200	0.028273	0.051600	0.068600	
0.008	0.010	0.999400	0.024488	0.054200	0.068400	
0.008	0.010	0.999600	0.019996	0.053000	0.069400	
0.008	0.010	0.999600	0.019996	0.049800	0.060600	
0.008	0.010	0.998800	0.034620	0.060200	0.073600	
0.008	0.010	0.999600	0.019996	0.052400	0.069600	
0.008	0.010	0.999600	0.019996	0.058200	0.066200	
0.008	0.010	0.999400	0.024488	0.054000	0.072600	
0.008	0.010	0.999800	0.014141	0.055000	0.067000	
0.008	0.010	0.999800	0.014141	0.058200	0.067800	
0.009	0.010	0.999000	0.031607	0.056600	0.075800	
0.009	0.010	0.999200	0.028273	0.060400	0.072400	
0.009	0.010	0.998800	0.034620	0.061800	0.062600	
0.009	0.010	0.999200	0.028273	0.061400	0.074200	
0.009	0.010	0.998800	0.034620	0.066600	0.066600	
0.009	0.010	0.999200	0.028273	0.064600	0.066000	
0.009	0.010	0.999400	0.024488	0.064600	0.067200	
0.009	0.010	0.999400	0.024488	0.062600	0.068400	
0.009	0.010	1.000000	0.000000	0.062000	0.075200	
0.009	0.010	0.999600	0.019996	0.066000	0.074000	
0.009	0.010	0.998800	0.034620	0.070000	0.078400	
0.010	0.010	0.999400	0.024488	0.063400	0.070800	
0.010	0.010	0.999600	0.019996	0.074200	0.066400	
0.010	0.010	0.999200	0.028273	0.073400	0.076600	
0.010	0.010	0.999200	0.028273	0.065400	0.075600	
0.010	0.010	0.999200	0.028273	0.066800	0.077000	
0.010	0.010	0.998800	0.034620	0.068800	0.070000	
0.010	0.010	0.998400	0.039968	0.072800	0.072800	
0.010	0.010	0.999200	0.028273	0.076800	0.069400	
0.010	0.010	0.999400	0.024488	0.079200	0.061800	
0.011	0.010	0.999200	0.028273	0.077200	0.069600	
0.011	0.010	0.999400	0.024488	0.070000	0.068800	
0.011	0.010	0.998800	0.034620	0.075400	0.069000	
0.011	0.010	0.999400	0.024488	0.074400	0.072000	
0.011	0.010	0.999000	0.031607	0.085200	0.072000	
0.011	0.010	0.998600	0.037390	0.074400	0.071000	
0.011	0.010	0.999600	0.019996	0.080000	0.077000	
0.011	0.010	0.999600	0.019996	0.077000	0.065800	
0.011	0.010	0.998800	0.034620	0.081800	0.072600	
0.011	0.010	0.999400	0.024488	0.078600	0.072200	
0.011	0.010	0.999200	0.028273	0.082800	0.067200	
0.012	0.010	0.999000	0.031607	0.083200	0.065000	
0.012	0.010	0.998800	0.034620	0.077400	0.067800	
0.012	0.010	0.998600	0.037390	0.084200	0.074800	
0.012	0.010	0.999400	0.024488	0.090600	0.077000	
0.012	0.010	0.999800	0.014141	0.084400	0.067600	
0.012	0.010	0.999600	0.019996	0.081600	0.069800	
0.012	0.010	0.999200	0.028273	0.085200	0.070000	
0.012	0.010	0.998800	0.034620	0.088200	0.073200	
0.012	0.010	1.000000	0.000000	0.090800	0.075200	
0.013	0.010	0.998600	0.037390	0.097000	0.067800	
0.013	0.010	0.999000	0.031607	0.092400	0.067600	
0.013	0.010	0.999400	0.024488	0.088000	0.065000	
0.013	0.010	0.998800	0.034620	0.088000	0.072400	
0.013	0.010	1.000000	0.000000	0.083400	0.069800	
0.013	0.010	0.999200	0.028273	0.095200	0.071400	
0.013	0.010	0.999800	0.014141	0.088400	0.062800	
0.013	0.010	0.998400	0.039968	0.085400	0.072000	
0.013	0.010	0.999200	0.028273	0.093400	0.067200	
0.013	0.010	0.998400	0.039968	0.094800	0.062400	
0.013	0.010	0.998400	0.039968	0.098800	0.067200	
0.014	0.010	0.999200	0.028273	0.089600	0.063400	
0.014	0.010	0.999200	0.028273	0.094600	0.067200	
0.014	0.010	0.999000	0.031607	0.102600	0.074800	
0.014	0.010	0.999200	0.028273	0.092200	0.073600	
0.014	0.010	0.998800	0.034620	0.096200	0.068600	
0.014	0.010	0.998800	0.034620	0.090200	0.071800	
0.014	0.010	0.999600	0.019996	0.100600	0.066400	
0.014	0.010	0.999000	0.031607	0.101000	0.071800	
0.014	0.010	0.999200	0.028273	0.100600	0.069200	
0.015	0.010	0.999000	0.031607	0.089400	0.073000	
0.015	0.010	0.999400	0.024488	0.103600	0.070400	
0.015	0.010	0.999200	0.028273	0.100400	0.073600	
0.015	0.010	0.998800	0.034620	0.102000	0.062400	
0.015	0.010	0.998200	0.042388	0.104000	0.068200	
0.015	0.010	0.998800	0.034620	0.100600	0.074400	
0.015	0.010	0.998400	0.039968	0.104200	0.065600	
0.015	0.010	0.998800	0.034620	0.112400	0.067200	
0.015	0.010	0.999200	0.028273	0.111000	0.072400	
0.015	0.010	0.998600	0.037390	0.113800	0.074200	
0.015	0.010	0.997600	0.048931	0.111800	0.073200	
0.016	0.010	0.998600	0.037390	0.093400	0.072400	
0.016	0.010	0.998800	0.034620	0.113000	0.070600	
0.016	0.010	0.998400	0.039968	0.117600	0.071800	
0.016	0.010	0.999200	0.028273	0.109200	0.070000	
0.016	0.010	0.999000	0.031607	0.115600	0.063400	
0.016	0.010	0.999200	0.028273	0.112600	0.074600	
0.016	0.010	0.998800	0.034620	0.108600	0.071800	
0.016	0.010	0.999200	0.028273	0.117600	0.073600	
0.016	0.010	0.998400	0.039968	0.106800	0.064200	
0.017	0.010	0.998800	0.034620	0.105200	0.069600	
0.017	0.010	0.999200	0.028273	0.122600	0.069800	
0.017	0.010	0.999000	0.031607	0.117600	0.076600	
0.017	0.010	0.999200	0.028273	0.110600	0.066600	
0.017	0.010	0.998600	0.037390	0.117000	0.067400	
0.017	0.010	0.999000	0.031607	0.114600	0.072800	
0.017	0.010	0.999000	0.031607	0.118200	0.069600	
0.017	0.010	0.999200	0.028273	0.119600	0.083800	
0.017	0.010	0.997200	0.052841	0.126600	0.068600	
0.017	0.010	0.998000	0.044677	0.121600	0.066600	
0.018	0.010	0.998600	0.037390	0.116400	0.070800	
0.018	0.010	0.998800	0.034620	0.123800	0.067200	
0.018	0.010	0.999200	0.028273	0.117200	0.076800	
0.018	0.010	0.998600	0.037390	0.122000	0.071200	
0.018	0.010	0.997800	0.046853	0.137200	0.071800	
0.018	0.010	0.998200	0.042388	0.124000	0.076400	
0.018	0.010	0.998600	0.037390	0.118000	0.074600	
0.018	0.010	0.998600	0.037390	0.132400	0.071000	
0.018	0.010	0.998800	0.034620	0.128600	0.070800	
0.018	0.010	0.997800	0.046853	0.131200	0.070400	
0.019	0.010	0.998400	0.039968	0.140400	0.070000	
0.019	0.010	0.997800	0.046853	0.129800	0.076800	
0.019	0.010	0.999400	0.024488	0.143000	0.072400	
0.019	0.010	0.997800	0.046853	0.134400	0.073600	
0.019	0.010	0.997600	0.048931	0.134600	0.069200	
0.019	0.010	0.998600	0.037390	0.145200	0.070800	
0.019	0.010	0.998800	0.034620	0.137200	0.072200	
0.019	0.010	0.998200	0.042388	0.133600	0.072600	
0.019	0.010	0.998400	0.039968	0.131800	0.073000	
0.019	0.010	0.998600	0.037390	0.140600	0.070800	
0.019	0.010	0.998400	0.039968	0.139800	0.067400	
0.020	0.010	0.998800	0.034620	0.139600	0.067400	
0.020	0.010	0.998400	0.039968	0.129000	0.067000	
0.020	0.010	0.998400	0.039968	0.140800	0.076400	
0.020	0.010	0.998000	0.044677	0.140000	0.070800	
0.020	0.010	0.998000	0.044677	0.145400	0.071200	
0.020	0.010	0.998600	0.037390	0.134000	0.072000	
